pic_number,delta_azimuth_gt,delta_elevation_gt,delta_azimuth_pred,delta_elevation_pred,error_az,error_el
1,-0.8499999999999996,-0.3499999999999996,0.4597800970077514,-0.1356771737337112,1.309780097007751,0.2143228262662884
2,-0.6500000000000004,0.1500000000000003,-0.2246963679790496,0.0767294242978096,0.4253036320209508,-0.0732705757021907
3,0.75,0.450000000000001,0.5431354641914368,-0.1681347489356994,-0.20686453580856323,-0.6181347489357004
4,-1.1999999999999993,0.2500000000000018,-0.1296337693929672,0.0440630689263343,1.070366230607032,-0.20593693107366748
5,0.8000000000000007,-0.8499999999999979,0.7535384297370911,-0.228506326675415,-0.046461570262909646,0.6214936733245828
6,0.7000000000000011,0.1500000000000021,0.6775733232498169,-0.2088680267333984,-0.02242667675018417,-0.3588680267334005
7,-1.299999999999999,0.4000000000000021,-0.3031609356403351,0.1037162169814109,0.9968390643596639,-0.29628378301859115
8,-0.5999999999999996,-0.2999999999999971,0.4777036905288696,-0.1414826363325119,1.0777036905288693,0.1585173636674852
9,-0.5500000000000007,-0.0999999999999978,0.0778837576508522,-0.0208719447255134,0.6278837576508529,0.0791280552744844
10,-0.3500000000000014,0.9000000000000021,-0.3638774752616882,0.1248032972216606,-0.013877475261686756,-0.7751967027783415
11,-1.2500000000000018,-0.0999999999999978,-0.1526821851730346,0.05262141674757,1.097317814826967,0.1526214167475678
12,0.9999999999999982,0.3500000000000014,0.6772955060005188,-0.2086327522993087,-0.3227044939994794,-0.5586327522993101
13,1.099999999999998,-0.8999999999999986,0.7847877740859985,-0.236365795135498,-0.31521222591399956,0.6636342048645005
14,1.099999999999998,0.1000000000000014,0.7444096207618713,-0.225579485297203,-0.35559037923812675,-0.3255794852972044
15,-0.6500000000000021,1.0500000000000007,-0.3529519140720367,0.1207116469740867,0.29704808592796544,-0.929288353025914
16,-0.0500000000000024,0.8500000000000014,-0.4071289002895355,0.1399235129356384,-0.35712890028953315,-0.710076487064363
17,0.4499999999999975,-0.1499999999999985,0.6231829524040222,-0.1890112161636352,0.1731829524040247,-0.0390112161636367
18,-0.4500000000000028,1.0500000000000007,-0.3259689807891845,0.1113582625985145,0.12403101921081827,-0.9386417374014862
19,-1.2500000000000036,0.6000000000000014,-0.3389036953449249,0.1161347106099128,0.9110963046550786,-0.4838652893900886
20,-0.1500000000000039,-0.6999999999999975,0.7741541266441345,-0.2331720292568206,0.9241541266441384,0.46682797074317695
21,-1.0500000000000045,-0.1999999999999975,0.080867201089859,-0.0203151479363441,1.1308672010898635,0.17968485206365342
22,-0.6500000000000039,0.5500000000000025,-0.4458692371845245,0.1531162559986114,0.20413076281547943,-0.3968837440013911
23,0.2499999999999964,0.2500000000000035,0.2964390814304352,-0.0915261805057525,0.04643908143043879,-0.341526180505756
24,-1.0500000000000045,1.0500000000000045,-0.3245116770267486,0.1108260974287986,0.7254883229732558,-0.9391739025712059
25,0.0499999999999953,0.350000000000005,-0.2445544898509979,0.0834832713007927,-0.2945544898509932,-0.2665167286992123
26,-3.552713678800501e-15,-0.1499999999999932,0.6946300268173218,-0.2098946124315261,0.6946300268173253,-0.059894612431532906
27,-1.6000000000000032,0.8500000000000068,-0.2955541014671325,0.100951500236988,1.3044458985328706,-0.7490484997630188
28,0.6499999999999968,0.4500000000000081,0.5218045711517334,-0.1614938527345657,-0.1281954288482634,-0.6114938527345738
29,-0.1000000000000032,1.0500000000000078,-0.3702118098735809,0.1268449425697326,-0.2702118098735777,-0.9231550574302751
30,-1.2000000000000028,-0.0499999999999918,-0.1507320255041122,0.0519390925765037,1.0492679744958906,0.1019390925764955
31,0.7499999999999982,0.7000000000000082,0.500941812992096,-0.1547866761684417,-0.24905818700790228,-0.8547866761684498
32,0.5999999999999979,1.0500000000000078,0.2156990468502044,-0.0660888254642486,-0.38430095314979346,-1.1160888254642565
33,-0.2500000000000018,0.3500000000000085,-0.3035053610801697,0.1037340685725212,-0.0535053610801679,-0.24626593142748732
34,0.7999999999999972,1.0500000000000096,0.5442072153091431,-0.1684920042753219,-0.2557927846908541,-1.2184920042753316
35,1.1499999999999968,-0.8499999999999908,0.7900837063789368,-0.2376750707626342,-0.35991629362106003,0.6123249292373566
36,0.4499999999999975,1.0000000000000089,0.0825047194957733,-0.0252230390906333,-0.3674952805042242,-1.0252230390906423
37,-0.9000000000000021,0.70000000000001,-0.4399384260177612,0.1512575447559356,0.46006157398224096,-0.5487424552440743
38,1.099999999999998,0.400000000000011,0.7123327255249023,-0.2174516916275024,-0.38766727447509575,-0.6174516916275135
39,1.1999999999999975,-0.4999999999999893,0.7924107313156128,-0.2381598949432373,-0.4075892686843847,0.261840105056752
40,-0.8000000000000025,-0.1499999999999897,0.145223394036293,-0.0396742299199104,0.9452233940362955,0.1103257700800793
41,0.2999999999999971,-0.5499999999999883,0.7927769422531128,-0.2381526529788971,0.4927769422531157,0.3118473470210912
42,0.5999999999999961,-0.8999999999999879,0.75577312707901,-0.2290930151939392,0.15577312707901392,0.6709069848060487
43,0.2499999999999964,-0.3999999999999879,0.6995711326599121,-0.2115296721458435,0.4495711326599157,0.18847032785414441
44,-0.8500000000000032,0.6000000000000121,-0.4288990795612335,0.1473113894462585,0.4211009204387697,-0.4526886105537536
45,0.3499999999999978,0.2500000000000142,0.3347901701927185,-0.1034398674964904,-0.015209829807279307,-0.3534398674965046
46,-1.3500000000000014,0.6500000000000146,-0.3583947122097015,0.122994415462017,0.9916052877902999,-0.5270055845379975
47,0.6499999999999986,0.4500000000000153,0.5619390606880188,-0.1740258932113647,-0.08806093931197978,-0.62402589321138
