pic_number,delta_azimuth,delta_elevation
1,-2.0,0.8000000000000007
2,-1.9000000000000004,0.8000000000000007
3,-1.700000000000001,0.8000000000000007
4,-1.6000000000000014,0.8000000000000007
5,-1.4000000000000021,0.8000000000000007
6,-1.3000000000000025,0.8000000000000007
7,-1.0500000000000025,0.8000000000000007
8,-0.8500000000000032,0.8000000000000007
9,-0.6500000000000039,0.8000000000000007
10,-0.4500000000000046,0.8000000000000007
11,-0.25000000000000533,0.8000000000000007
12,-0.05000000000000604,0.8000000000000007
13,0.14999999999999325,0.8000000000000007
14,0.34999999999999254,0.9000000000000004
15,0.5499999999999918,0.9000000000000004
16,0.7499999999999911,0.8000000000000007
17,-2.000000000000009,0.7000000000000011
18,-1.9000000000000092,0.7000000000000011
19,-1.8000000000000096,0.7000000000000011
20,-1.70000000000001,0.7000000000000011
21,-1.5000000000000107,0.7000000000000011
22,-1.3000000000000114,0.7000000000000011
23,-1.100000000000012,0.7000000000000011
24,-0.9000000000000128,0.7000000000000011
25,-0.7000000000000135,0.7000000000000011
26,-0.5000000000000142,0.7000000000000011
27,-0.3000000000000149,0.7000000000000011
28,-0.10000000000001563,0.7000000000000011
29,0.09999999999998366,0.7000000000000011
30,0.29999999999998295,0.7000000000000011
31,0.29999999999998295,0.7000000000000011
32,0.49999999999998224,0.7000000000000011
33,0.6999999999999815,0.7000000000000011
34,-2.0500000000000185,0.6000000000000014
35,-1.9500000000000188,0.6000000000000014
36,-1.8500000000000192,0.6000000000000014
37,-1.5000000000000195,0.6000000000000014
38,-1.3000000000000203,0.6000000000000014
39,-1.2000000000000206,0.6000000000000014
40,-0.9500000000000206,0.6000000000000014
41,-0.7500000000000213,0.6000000000000014
42,-0.550000000000022,0.6000000000000014
43,-0.35000000000002274,0.6000000000000014
44,-0.15000000000002345,0.6000000000000014
45,0.04999999999997584,0.6000000000000014
46,0.24999999999997513,0.6000000000000014
47,0.4499999999999744,0.6000000000000014
48,0.6499999999999737,0.6000000000000014
49,-2.1000000000000263,0.5000000000000018
50,-2.1000000000000263,0.5000000000000018
51,-1.900000000000027,0.5000000000000018
52,-1.8000000000000274,0.5000000000000018
53,-1.600000000000028,0.5000000000000018
54,-1.4000000000000288,0.5000000000000018
55,-1.2000000000000295,0.5000000000000018
56,-1.0000000000000302,0.5000000000000018
57,-0.8000000000000309,0.5000000000000018
58,-0.6000000000000316,0.5000000000000018
59,-0.40000000000003233,0.5000000000000018
60,-0.250000000000032,0.5000000000000018
61,-3.197442310920451e-14,0.5000000000000018
62,0.19999999999996732,0.5000000000000018
63,0.3999999999999666,0.5000000000000018
64,0.5999999999999659,0.5000000000000018
65,-2.150000000000034,0.40000000000000213
66,-2.150000000000034,0.40000000000000213
67,-1.900000000000034,0.40000000000000213
68,-1.8000000000000345,0.40000000000000213
69,-1.6000000000000352,0.40000000000000213
70,-1.4000000000000359,0.40000000000000213
71,-1.3000000000000362,0.40000000000000213
72,-1.0500000000000362,0.40000000000000213
73,-0.8000000000000362,0.3000000000000025
74,-0.600000000000037,0.3000000000000025
75,-0.5000000000000373,0.3000000000000025
76,-0.300000000000038,0.3000000000000025
77,-0.10000000000003872,0.40000000000000213
78,0.09999999999996056,0.40000000000000213
79,0.29999999999995985,0.40000000000000213
80,0.49999999999995914,0.40000000000000213
81,-2.250000000000041,0.20000000000000284
82,-2.250000000000041,0.20000000000000284
83,-2.0500000000000416,0.20000000000000284
84,-1.8500000000000423,0.20000000000000284
85,-1.7500000000000426,0.20000000000000284
86,-1.5000000000000426,0.20000000000000284
87,-1.3000000000000433,0.20000000000000284
88,-1.100000000000044,0.20000000000000284
89,-0.9000000000000448,0.20000000000000284
90,-0.7000000000000455,0.20000000000000284
91,-0.5000000000000462,0.20000000000000284
92,-0.40000000000004654,0.20000000000000284
93,-0.20000000000004725,0.20000000000000284
94,0.04999999999995275,0.20000000000000284
95,0.24999999999995204,0.20000000000000284
96,0.44999999999995133,0.20000000000000284
97,-2.3000000000000487,0.05000000000000249
98,-2.200000000000049,0.05000000000000249
99,-2.1000000000000494,0.05000000000000249
100,-2.0000000000000497,0.05000000000000249
101,-1.8000000000000504,0.05000000000000249
102,-1.5500000000000504,0.05000000000000249
103,-1.3500000000000512,-0.04999999999999716
104,-1.1500000000000519,-0.04999999999999716
105,-0.9500000000000526,-0.04999999999999716
106,-0.7500000000000533,-0.04999999999999716
107,-0.6000000000000547,-0.04999999999999716
108,-0.4000000000000554,-0.04999999999999716
109,-0.20000000000005613,0.05000000000000249
110,-5.684341886080802e-14,0.05000000000000249
111,0.19999999999994245,0.05000000000000249
112,0.39999999999994174,0.05000000000000249
113,-2.3500000000000583,-0.14999999999999858
114,-2.2500000000000586,-0.14999999999999858
115,-2.150000000000059,-0.14999999999999858
116,-2.0000000000000604,-0.14999999999999858
117,-1.800000000000061,-0.14999999999999858
118,-1.6500000000000608,-0.14999999999999858
119,-1.4500000000000615,-0.14999999999999858
120,-1.2500000000000622,-0.14999999999999858
121,-1.0500000000000629,-0.14999999999999858
122,-0.8500000000000636,-0.14999999999999858
123,-0.6500000000000643,-0.14999999999999858
124,-0.4000000000000643,-0.14999999999999858
125,-0.30000000000006466,-0.14999999999999858
126,-0.050000000000066436,-0.14999999999999858
127,0.14999999999993285,-0.14999999999999858
128,0.34999999999993214,-0.14999999999999858
129,-2.400000000000068,-0.24999999999999822
130,-2.300000000000068,-0.24999999999999822
131,-2.2000000000000686,-0.24999999999999822
132,-2.05000000000007,-0.24999999999999822
133,-1.8500000000000707,-0.24999999999999822
134,-1.750000000000071,-0.24999999999999822
135,-1.5000000000000728,-0.24999999999999822
136,-1.2500000000000728,-0.24999999999999822
137,-1.0500000000000735,-0.24999999999999822
138,-0.850000000000076,-0.29999999999999893
139,-0.6000000000000778,-0.29999999999999893
140,-0.5000000000000782,-0.29999999999999893
141,-0.30000000000007887,-0.29999999999999893
142,-0.10000000000007958,-0.29999999999999893
143,0.09999999999991971,-0.29999999999999893
144,0.299999999999919,-0.25
145,-2.450000000000081,-0.4499999999999975
146,-2.350000000000083,-0.4499999999999975
147,-2.2500000000000835,-0.4499999999999975
148,-2.150000000000084,-0.4499999999999975
149,-1.9000000000000838,-0.4499999999999975
150,-1.7500000000000853,-0.4499999999999975
151,-1.550000000000086,-0.4499999999999975
152,-1.3500000000000867,-0.4499999999999975
153,-1.1500000000000874,-0.4499999999999975
154,-0.9500000000000881,-0.4499999999999975
155,-0.7500000000000888,-0.4499999999999975
156,-0.5500000000000895,-0.4499999999999975
157,-0.35000000000009024,-0.4499999999999975
158,-0.15000000000009095,-0.4499999999999975
159,0.04999999999990834,-0.4499999999999975
160,0.24999999999990763,-0.4499999999999975
161,-2.5000000000000924,-0.5999999999999961
162,-2.4500000000000934,-0.5999999999999961
163,-2.350000000000094,-0.5999999999999961
164,-2.1500000000000945,-0.5999999999999961
165,-1.9500000000000952,-0.5999999999999961
166,-1.8000000000000966,-0.5499999999999972
167,-1.6000000000000973,-0.5499999999999972
168,-1.400000000000098,-0.5499999999999972
169,-1.2000000000000988,-0.5999999999999961
170,-1.0000000000000995,-0.5999999999999961
171,-0.8000000000001002,-0.5999999999999961
172,-0.6000000000001009,-0.5999999999999961
173,-0.3500000000001009,-0.5999999999999961
174,-0.20000000000010232,-0.5999999999999961
175,-1.0302869668521453e-13,-0.5999999999999961
176,0.19999999999989626,-0.5999999999999961
177,-2.5500000000001037,-0.7999999999999972
178,-2.500000000000103,-0.7999999999999972
179,-2.4000000000001034,-0.7999999999999972
180,-2.200000000000104,-0.7999999999999972
181,-2.0500000000001055,-0.7999999999999972
182,-1.8500000000001062,-0.7999999999999972
183,-1.650000000000107,-0.7999999999999972
184,-1.4500000000001076,-0.7999999999999972
185,-1.2500000000001084,-0.7999999999999972
186,-1.050000000000109,-0.7999999999999972
187,-0.8000000000001108,-0.7999999999999972
188,-0.6500000000001123,-0.7999999999999972
189,-0.450000000000113,-0.7999999999999972
190,-0.2500000000001137,-0.7999999999999972
191,-0.0500000000001144,-0.7999999999999972
192,0.14999999999988312,-0.7999999999999972
193,-2.600000000000117,-0.9999999999999982
194,-2.550000000000118,-0.9999999999999982
195,-2.4500000000001183,-0.9999999999999982
196,-2.250000000000119,-0.9499999999999975
197,-2.1500000000001194,-0.9499999999999975
198,-1.95000000000012,-0.9499999999999975
199,-1.7500000000001208,-0.9499999999999975
200,-1.5500000000001215,-0.9499999999999975
201,-1.3500000000001222,-0.9499999999999975
202,-1.150000000000123,-0.9499999999999975
203,-0.9000000000001247,-0.9499999999999975
204,-0.7000000000001254,-0.9499999999999975
205,-0.5000000000001261,-0.9499999999999975
206,-0.30000000000012683,-0.9499999999999975
207,-0.10000000000012754,-0.9499999999999975
208,0.049999999999871036,-0.9499999999999975
